comp_name,candidate_type,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,ab_pdb_id_u,ab_chain_ids_u,ag_pdb_id_u,ag_chain_ids_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message,in_between_gaps,one_side_gaps,long_gaps
3ulu_H+L|A,U:U,0,3ULU,H:L,A,3NA9,H:L,2A0Z,A,0,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulv_H+L|A,U:U,9,3ULV,H:L,A,3NA9,H:L,1ZIW,A,0,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulu_H+L|A,U:U,5,3ULU,H:L,A,3NA9,H:L,1ZIW,A,0,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulv_H+L|A,U:U,1,3ULV,H:L,A,3NAA,H:L,2A0Z,A,3,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulu_H+L|A,U:U,3,3ULU,H:L,A,3NAA,H:L,2A0Z,A,3,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulv_H+L|A,U:U,6,3ULV,H:L,A,3NAA,H:L,1ZIW,A,3,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulu_H+L|A,U:U,8,3ULU,H:L,A,3NAA,H:L,1ZIW,A,3,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulv_H+L|A,U:U,0,3ULV,H:L,A,3NCJ,H:L,2A0Z,A,4,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulu_H+L|A,U:U,1,3ULU,H:L,A,3NCJ,H:L,2A0Z,A,4,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulv_H+L|A,U:U,5,3ULV,H:L,A,3NCJ,H:L,1ZIW,A,4,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulu_H+L|A,U:U,6,3ULU,H:L,A,3NCJ,H:L,1ZIW,A,4,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulv_H+L|A,U:U,2,3ULV,H:L,A,3NAB,H:L,2A0Z,A,5,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,4
3ulu_H+L|A,U:U,4,3ULU,H:L,A,3NAB,H:L,2A0Z,A,5,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,4
3ulv_H+L|A,U:U,7,3ULV,H:L,A,3NAB,H:L,1ZIW,A,5,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,5
3ulu_H+L|A,U:U,9,3ULU,H:L,A,3NAB,H:L,1ZIW,A,5,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,5
3ulv_H+L|A,U:U,3,3ULV,H:L,A,3NAC,H:L,2A0Z,A,6,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulu_H+L|A,U:U,2,3ULU,H:L,A,3NAC,H:L,2A0Z,A,6,0,small molecules with 7 < n_atoms <= 15 detected,0,0,1,2
3ulv_H+L|A,U:U,8,3ULV,H:L,A,3NAC,H:L,1ZIW,A,6,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
3ulu_H+L|A,U:U,7,3ULU,H:L,A,3NAC,H:L,1ZIW,A,6,4,small molecules with 7 < n_atoms <= 15 detected,0,0,1,3
