comp_name,candidate_type,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,ab_pdb_id_u,ab_chain_ids_u,ag_pdb_id_u,ag_chain_ids_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message,in_between_gaps,one_side_gaps,long_gaps
3eob_H+L|I,U:U,1,3EOB,H:L,I,3EO9,H:L,3F74,B,0,1,NA,0,0,0,3
3eob_H+L|I,U:U,2,3EOB,H:L,I,3EO9,H:L,3F74,C,0,1,NA,0,0,0,3
3eob_H+L|I,U:U,3,3EOB,H:L,I,3EO9,H:L,1MJN,A,0,2,NA,0,0,0,2
3eob_H+L|I,U:U,4,3EOB,H:L,I,3EO9,H:L,2O7N,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,3
3eob_H+L|I,U:U,5,3EOB,H:L,I,3EO9,H:L,3F78,A,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eob_H+L|I,U:U,6,3EOB,H:L,I,3EO9,H:L,3F78,B,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eob_H+L|I,U:U,7,3EOB,H:L,I,3EO9,H:L,3F78,C,0,1,NA,0,0,0,3
3eob_H+L|I,U:U,8,3EOB,H:L,I,3EO9,H:L,2ICA,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,4
3eoa_H+L|I,U:U,0,3EOA,H:L,I,3EO9,H:L,3F74,A,0,1,NA,0,0,0,3
3eoa_H+L|I,U:U,1,3EOA,H:L,I,3EO9,H:L,3F74,B,0,1,NA,0,0,0,3
3eoa_H+L|I,U:U,2,3EOA,H:L,I,3EO9,H:L,3F74,C,0,1,NA,0,0,0,3
3eoa_H+L|I,U:U,3,3EOA,H:L,I,3EO9,H:L,1MJN,A,0,2,NA,0,0,0,2
3eoa_H+L|I,U:U,4,3EOA,H:L,I,3EO9,H:L,2O7N,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,3
3eoa_H+L|I,U:U,5,3EOA,H:L,I,3EO9,H:L,3F78,A,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eoa_H+L|I,U:U,6,3EOA,H:L,I,3EO9,H:L,3F78,B,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eoa_H+L|I,U:U,7,3EOA,H:L,I,3EO9,H:L,3F78,C,0,1,NA,0,0,0,3
3eoa_H+L|I,U:U,8,3EOA,H:L,I,3EO9,H:L,2ICA,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,4
3eoa_B+A|J,U:U,0,3EOA,B:A,J,3EO9,H:L,2O7N,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,3
3eoa_B+A|J,U:U,1,3EOA,B:A,J,3EO9,H:L,2ICA,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,4
3eoa_B+A|J,U:U,2,3EOA,B:A,J,3EO9,H:L,3F74,A,0,1,NA,0,0,0,3
3eoa_B+A|J,U:U,3,3EOA,B:A,J,3EO9,H:L,3F74,B,0,1,NA,0,0,0,3
3eoa_B+A|J,U:U,4,3EOA,B:A,J,3EO9,H:L,3F74,C,0,1,NA,0,0,0,3
3eoa_B+A|J,U:U,5,3EOA,B:A,J,3EO9,H:L,3F78,A,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eoa_B+A|J,U:U,6,3EOA,B:A,J,3EO9,H:L,3F78,B,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eoa_B+A|J,U:U,7,3EOA,B:A,J,3EO9,H:L,3F78,C,0,1,NA,0,0,0,3
3eoa_B+A|J,U:U,8,3EOA,B:A,J,3EO9,H:L,1MJN,A,0,2,NA,0,0,0,2
3eob_B+A|J,U:U,0,3EOB,B:A,J,3EO9,H:L,2O7N,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,3
3eob_B+A|J,U:U,1,3EOB,B:A,J,3EO9,H:L,2ICA,A,0,0,small molecules with n_atoms > 15 detected,0,0,0,4
3eob_B+A|J,U:U,2,3EOB,B:A,J,3EO9,H:L,3F74,A,0,1,NA,0,0,0,3
3eob_B+A|J,U:U,3,3EOB,B:A,J,3EO9,H:L,3F74,B,0,1,NA,0,0,0,3
3eob_B+A|J,U:U,4,3EOB,B:A,J,3EO9,H:L,3F74,C,0,1,NA,0,0,0,3
3eob_B+A|J,U:U,5,3EOB,B:A,J,3EO9,H:L,3F78,A,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eob_B+A|J,U:U,6,3EOB,B:A,J,3EO9,H:L,3F78,B,0,1,small molecules with 7 < n_atoms <= 15 detected,0,0,0,3
3eob_B+A|J,U:U,7,3EOB,B:A,J,3EO9,H:L,3F78,C,0,1,NA,0,0,0,3
3eob_B+A|J,U:U,8,3EOB,B:A,J,3EO9,H:L,1MJN,A,0,2,NA,0,0,0,2
